school_id,major_id,year,province,subject_type,min_score,min_rank,plan_count
S021,M02103,2023,广东,物理,581,21622,24
S021,M02103,2024,广东,物理,582,20559,13
S021,M02103,2025,广东,物理,581,22115,28
S021,M02103,2023,江苏,物理,582,20062,17
S021,M02103,2024,江苏,物理,584,18226,25
S021,M02103,2025,江苏,物理,583,19077,3
S021,M02103,2023,四川,物理,590,11739,9
S021,M02103,2024,四川,物理,590,11727,19
S021,M02103,2025,四川,物理,589,12537,28
S021,M02103,2023,湖南,物理,583,18496,7
S021,M02103,2024,湖南,物理,582,20655,29
S021,M02103,2025,湖南,物理,582,21060,27
S021,M02103,2023,河南,物理,580,23011,19
S021,M02103,2024,河南,物理,580,23864,9
S021,M02103,2025,河南,物理,582,21189,28
S021,M02104,2023,北京,物理,571,45732,29
S021,M02104,2024,北京,物理,572,42669,27
S021,M02104,2025,北京,物理,572,43383,18
S021,M02104,2023,北京,历史,572,42472,12
S021,M02104,2024,北京,历史,572,42485,22
S021,M02104,2025,北京,历史,572,42922,18
S021,M02104,2023,广东,物理,574,37796,24
S021,M02104,2024,广东,物理,574,37527,26
S021,M02104,2025,广东,物理,573,38656,4
S021,M02104,2023,广东,历史,574,35568,20
S021,M02104,2024,广东,历史,574,36288,12
S021,M02104,2025,广东,历史,573,40653,4
S021,M02104,2023,江苏,物理,571,45064,27
S021,M02104,2024,江苏,物理,570,49711,2
S021,M02104,2025,江苏,物理,570,50022,30
S021,M02104,2023,江苏,历史,571,44830,25
S021,M02104,2024,江苏,历史,570,49772,26
S021,M02104,2025,江苏,历史,570,47588,6
S021,M02104,2023,四川,物理,580,24253,21
S021,M02104,2024,四川,物理,579,26031,12
S021,M02104,2025,四川,物理,579,26391,15
S021,M02104,2023,四川,历史,578,26473,26
S021,M02104,2024,四川,历史,579,24585,27
S021,M02104,2025,四川,历史,578,27752,11
S021,M02104,2023,湖南,物理,572,41686,30
S021,M02104,2024,湖南,物理,571,44366,3
S021,M02104,2025,湖南,物理,571,45290,9
S021,M02104,2023,湖南,历史,571,45316,2
S021,M02104,2024,湖南,历史,571,46908,5
S021,M02104,2025,湖南,历史,572,41926,26
S021,M02104,2023,河南,物理,570,47613,25
S021,M02104,2024,河南,物理,569,51709,9
S021,M02104,2025,河南,物理,569,52915,6
S021,M02104,2023,河南,历史,569,50867,5
S021,M02104,2024,河南,历史,570,47536,7
S021,M02104,2025,河南,历史,570,50256,23
S021,M02105,2023,北京,历史,578,26437,17
S021,M02105,2024,北京,历史,578,27172,30
S021,M02105,2025,北京,历史,580,24464,8
S021,M02105,2023,广东,历史,582,20779,26
S021,M02105,2024,广东,历史,581,22456,2
S021,M02105,2025,广东,历史,582,21222,19
S021,M02105,2023,江苏,历史,580,24015,18
S021,M02105,2024,江苏,历史,580,23462,12
S021,M02105,2025,江苏,历史,579,25731,10
S021,M02105,2023,四川,历史,585,16264,26
S021,M02105,2024,四川,历史,586,14927,30
S021,M02105,2025,四川,历史,586,14860,17
S021,M02105,2023,湖南,历史,581,21438,15
S021,M02105,2024,湖南,历史,581,21946,23
S021,M02105,2025,湖南,历史,581,21297,6
S021,M02105,2023,河南,历史,577,29390,30
S021,M02105,2024,河南,历史,576,32270,12
S021,M02105,2025,河南,历史,577,29668,26
S022,M02201,2023,北京,物理,590,11638,30
S022,M02201,2024,北京,物理,590,11218,25
S022,M02201,2025,北京,物理,590,11722,3
S022,M02201,2023,北京,历史,592,10158,16
S022,M02201,2024,北京,历史,591,10797,6
S022,M02201,2025,北京,历史,590,11705,19
S022,M02201,2023,广东,物理,589,12157,17
S022,M02201,2024,广东,物理,589,12798,6
S022,M02201,2025,广东,物理,590,11281,8
S022,M02201,2023,广东,历史,588,12875,12
S022,M02201,2024,广东,历史,588,12870,6
S022,M02201,2025,广东,历史,589,12621,15
S022,M02201,2023,江苏,物理,594,8926,12
S022,M02201,2024,江苏,物理,595,8135,6
S022,M02201,2025,江苏,物理,594,8600,30
S022,M02201,2023,江苏,历史,593,9111,3
S022,M02201,2024,江苏,历史,594,8564,17
S022,M02201,2025,江苏,历史,595,8150,16
S022,M02201,2023,四川,物理,593,9254,5
S022,M02201,2024,四川,物理,594,8832,9
S022,M02201,2025,四川,物理,593,9595,28
S022,M02201,2023,四川,历史,592,10271,2
S022,M02201,2024,四川,历史,593,9075,4
S022,M02201,2025,四川,历史,592,10013,16
S022,M02201,2023,湖南,物理,598,6565,21
S022,M02201,2024,湖南,物理,598,6522,10
S022,M02201,2025,湖南,物理,597,6977,13
S022,M02201,2023,湖南,历史,599,6156,4
S022,M02201,2024,湖南,历史,597,6814,28
S022,M02201,2025,湖南,历史,598,6473,19
S022,M02201,2023,河南,物理,590,11239,5
S022,M02201,2024,河南,物理,592,10191,30
S022,M02201,2025,河南,物理,591,10803,9
S022,M02201,2023,河南,历史,591,11125,7
S022,M02201,2024,河南,历史,591,10928,12
S022,M02201,2025,河南,历史,592,9833,27
S022,M02202,2023,北京,物理,601,5075,17
S022,M02202,2024,北京,物理,601,5085,30
S022,M02202,2025,北京,物理,601,5215,11
S022,M02202,2023,广东,物理,598,6316,27
S022,M02202,2024,广东,物理,598,6651,17
S022,M02202,2025,广东,物理,598,6589,17
S022,M02202,2023,江苏,物理,598,6605,28
S022,M02202,2024,江苏,物理,598,6408,23
S022,M02202,2025,江苏,物理,596,7313,23
S022,M02202,2023,四川,物理,598,6653,18
S022,M02202,2024,四川,物理,598,6456,25
S022,M02202,2025,四川,物理,597,6967,13
S022,M02202,2023,湖南,物理,607,3416,24
S022,M02202,2024,湖南,物理,605,3798,8
S022,M02202,2025,湖南,物理,606,3715,20
S022,M02202,2023,河南,物理,599,5841,4
S022,M02202,2024,河南,物理,600,5590,25
S022,M02202,2025,河南,物理,600,5553,13
S022,M02203,2023,北京,物理,605,4025,12
S022,M02203,2024,北京,物理,605,4040,29
S022,M02203,2025,北京,物理,605,4033,27
S022,M02203,2023,广东,物理,606,3657,28
S022,M02203,2024,广东,物理,607,3375,6
S022,M02203,2025,广东,物理,607,3287,2
S022,M02203,2023,江苏,物理,601,5226,11
S022,M02203,2024,江苏,物理,602,4857,29
S022,M02203,2025,江苏,物理,602,4987,12
S022,M02203,2023,四川,物理,603,4613,9
S022,M02203,2024,四川,物理,604,4277,7
S022,M02203,2025,四川,物理,604,4211,8
S022,M02203,2023,湖南,物理,612,2450,24
S022,M02203,2024,湖南,物理,611,2555,8
S022,M02203,2025,湖南,物理,611,2590,16
S022,M02203,2023,河南,物理,601,5117,7
S022,M02203,2024,河南,物理,602,4866,21
S022,M02203,2025,河南,物理,601,5157,8
S022,M02204,2023,北京,物理,593,9582,16
S022,M02204,2024,北京,物理,591,11127,9
S022,M02204,2025,北京,物理,592,9724,18
S022,M02204,2023,北京,历史,592,10020,15
S022,M02204,2024,北京,历史,591,10690,20
S022,M02204,2025,北京,历史,591,10517,17
S022,M02204,2023,广东,物理,588,13659,12
S022,M02204,2024,广东,物理,589,12453,27
S022,M02204,2025,广东,物理,588,13721,23
S022,M02204,2023,广东,历史,587,13932,17
S022,M02204,2024,广东,历史,588,13477,11
S022,M02204,2025,广东,历史,588,13603,3
S022,M02204,2023,江苏,物理,591,10492,15
S022,M02204,2024,江苏,物理,590,11696,2
S022,M02204,2025,江苏,物理,591,10654,4
S022,M02204,2023,江苏,历史,591,10552,8
S022,M02204,2024,江苏,历史,590,11864,23
S022,M02204,2025,江苏,历史,590,11825,2
S022,M02204,2023,四川,物理,591,10559,21
S022,M02204,2024,四川,物理,591,10681,12
S022,M02204,2025,四川,物理,591,10789,23
S022,M02204,2023,四川,历史,593,9478,17
S022,M02204,2024,四川,历史,591,10875,9
S022,M02204,2025,四川,历史,591,10570,27
S022,M02204,2023,湖南,物理,598,6333,11
S022,M02204,2024,湖南,物理,598,6402,19
S022,M02204,2025,湖南,物理,598,6715,7
S022,M02204,2023,湖南,历史,599,6141,6
S022,M02204,2024,湖南,历史,597,6985,12
S022,M02204,2025,湖南,历史,598,6670,11
S022,M02204,2023,河南,物理,589,12416,25
S022,M02204,2024,河南,物理,588,13415,16
S022,M02204,2025,河南,物理,588,13137,11
S022,M02204,2023,河南,历史,588,13137,4
S022,M02204,2024,河南,历史,589,12848,17
S022,M02204,2025,河南,历史,588,12959,24
S022,M02205,2023,北京,物理,599,6250,19
S022,M02205,2024,北京,物理,600,5671,24
S022,M02205,2025,北京,物理,600,5745,19
S022,M02205,2023,北京,历史,599,6221,9
S022,M02205,2024,北京,历史,599,5967,25
S022,M02205,2025,北京,历史,600,5712,10
S022,M02205,2023,广东,物理,596,7256,23
S022,M02205,2024,广东,物理,597,7183,29
S022,M02205,2025,广东,物理,596,7755,23
S022,M02205,2023,广东,历史,596,7407,20
S022,M02205,2024,广东,历史,596,7324,11
S022,M02205,2025,广东,历史,596,7571,25
S022,M02205,2023,江苏,物理,600,5768,20
S022,M02205,2024,江苏,物理,602,5026,6
S022,M02205,2025,江苏,物理,600,5530,21
S022,M02205,2023,江苏,历史,600,5721,4
S022,M02205,2024,江苏,历史,602,4997,9
S022,M02205,2025,江苏,历史,601,5306,16
S022,M02205,2023,四川,物理,599,5883,22
S022,M02205,2024,四川,物理,598,6414,25
S022,M02205,2025,四川,物理,598,6726,24
S022,M02205,2023,四川,历史,598,6598,8
S022,M02205,2024,四川,历史,599,5901,11
S022,M02205,2025,四川,历史,599,6179,19
S022,M02205,2023,湖南,物理,605,4000,24
S022,M02205,2024,湖南,物理,606,3712,3
S022,M02205,2025,湖南,物理,606,3664,4
S022,M02205,2023,湖南,历史,605,3919,13
S022,M02205,2024,湖南,历史,605,3903,26
S022,M02205,2025,湖南,历史,606,3623,15
S022,M02205,2023,河南,物理,598,6370,18
S022,M02205,2024,河南,物理,597,7003,10
S022,M02205,2025,河南,物理,598,6550,24
S022,M02205,2023,河南,历史,598,6516,21
S022,M02205,2024,河南,历史,597,6776,23
S022,M02205,2025,河南,历史,597,7231,2
S022,M02206,2023,北京,历史,591,10482,21
S022,M02206,2024,北京,历史,593,9439,19
S022,M02206,2025,北京,历史,593,9562,4
S022,M02206,2023,广东,历史,593,9441,13
S022,M02206,2024,广东,历史,593,9359,27
S022,M02206,2025,广东,历史,594,8841,12
S022,M02206,2023,江苏,历史,592,9687,21
S022,M02206,2024,江苏,历史,592,10023,25
S022,M02206,2025,江苏,历史,593,8982,21
S022,M02206,2023,四川,历史,593,9126,26
S022,M02206,2024,四川,历史,595,8324,7
S022,M02206,2025,四川,历史,594,8898,30
S022,M02206,2023,湖南,历史,600,5582,12
S022,M02206,2024,湖南,历史,599,5928,3
S022,M02206,2025,湖南,历史,600,5751,24
S022,M02206,2023,河南,历史,593,9592,10
S022,M02206,2024,河南,历史,593,8988,13
S022,M02206,2025,河南,历史,593,9248,10
S023,M02301,2023,北京,物理,591,10938,19
S023,M02301,2024,北京,物理,592,10252,23
S023,M02301,2025,北京,物理,592,10197,5
S023,M02301,2023,北京,历史,592,10245,27
S023,M02301,2024,北京,历史,591,10883,5
S023,M02301,2025,北京,历史,592,9670,14
S023,M02301,2023,广东,物理,594,8744,28
S023,M02301,2024,广东,物理,593,9113,7
S023,M02301,2025,广东,物理,593,8977,29
S023,M02301,2023,广东,历史,595,8114,3
S023,M02301,2024,广东,历史,594,8825,9
S023,M02301,2025,广东,历史,595,8346,5
S023,M02301,2023,江苏,物理,589,12489,29
S023,M02301,2024,江苏,物理,590,11179,26
S023,M02301,2025,江苏,物理,590,11942,27
S023,M02301,2023,江苏,历史,590,11188,22
S023,M02301,2024,江苏,历史,589,12272,13
S023,M02301,2025,江苏,历史,590,11399,19
S023,M02301,2023,四川,物理,590,11725,6
S023,M02301,2024,四川,物理,589,12843,5
S023,M02301,2025,四川,物理,590,11282,23
S023,M02301,2023,四川,历史,590,11905,9
S023,M02301,2024,四川,历史,590,11197,16
S023,M02301,2025,四川,历史,590,11499,2
S023,M02301,2023,湖南,物理,598,6651,7
S023,M02301,2024,湖南,物理,599,6097,19
S023,M02301,2025,湖南,物理,598,6443,23
S023,M02301,2023,湖南,历史,599,5972,24
S023,M02301,2024,湖南,历史,599,5918,30
S023,M02301,2025,湖南,历史,599,5883,28
S023,M02301,2023,河南,物理,589,12215,19
S023,M02301,2024,河南,物理,590,11816,6
S023,M02301,2025,河南,物理,591,10932,23
S023,M02301,2023,河南,历史,591,11013,18
S023,M02301,2024,河南,历史,589,12157,8
S023,M02301,2025,河南,历史,589,12031,10
S023,M02302,2023,北京,物理,593,9192,10
S023,M02302,2024,北京,物理,592,10023,14
S023,M02302,2025,北京,物理,593,9295,30
S023,M02302,2023,北京,历史,594,8967,10
S023,M02302,2024,北京,历史,592,9892,19
S023,M02302,2025,北京,历史,592,9743,29
S023,M02302,2023,广东,物理,594,8740,14
S023,M02302,2024,广东,物理,594,8617,30
S023,M02302,2025,广东,物理,594,8960,17
S023,M02302,2023,广东,历史,594,8651,16
S023,M02302,2024,广东,历史,594,8846,14
S023,M02302,2025,广东,历史,594,8599,26
S023,M02302,2023,江苏,物理,595,8098,20
S023,M02302,2024,江苏,物理,594,8749,29
S023,M02302,2025,江苏,物理,593,9070,21
S023,M02302,2023,江苏,历史,595,8092,28
S023,M02302,2024,江苏,历史,595,7970,16
S023,M02302,2025,江苏,历史,595,8307,12
S023,M02302,2023,四川,物理,591,10713,12
S023,M02302,2024,四川,物理,590,11726,3
S023,M02302,2025,四川,物理,591,10679,22
S023,M02302,2023,四川,历史,590,11806,25
S023,M02302,2024,四川,历史,591,11079,3
S023,M02302,2025,四川,历史,589,12311,14
S023,M02302,2023,湖南,物理,599,5927,25
S023,M02302,2024,湖南,物理,598,6668,16
S023,M02302,2025,湖南,物理,598,6389,2
S023,M02302,2023,湖南,历史,598,6527,4
S023,M02302,2024,湖南,历史,598,6515,23
S023,M02302,2025,湖南,历史,599,6119,4
S023,M02302,2023,河南,物理,591,10669,23
S023,M02302,2024,河南,物理,592,10273,13
S023,M02302,2025,河南,物理,592,9824,2
S023,M02302,2023,河南,历史,592,10321,28
S023,M02302,2024,河南,历史,592,9861,26
S023,M02302,2025,河南,历史,592,10053,14
S023,M02303,2023,北京,物理,599,5846,26
S023,M02303,2024,北京,物理,599,5939,15
S023,M02303,2025,北京,物理,600,5770,13
S023,M02303,2023,北京,历史,599,6007,19
S023,M02303,2024,北京,历史,599,5838,19
S023,M02303,2025,北京,历史,599,6239,9
S023,M02303,2023,广东,物理,598,6665,26
S023,M02303,2024,广东,物理,599,6254,27
S023,M02303,2025,广东,物理,599,6240,19
S023,M02303,2023,广东,历史,598,6508,9
S023,M02303,2024,广东,历史,600,5777,29
S023,M02303,2025,广东,历史,598,6512,18
S023,M02303,2023,江苏,物理,600,5691,17
S023,M02303,2024,江苏,物理,600,5465,24
S023,M02303,2025,江苏,物理,601,5293,27
S023,M02303,2023,江苏,历史,599,6084,2
S023,M02303,2024,江苏,历史,599,5986,2
S023,M02303,2025,江苏,历史,599,5877,26
S023,M02303,2023,四川,物理,600,5758,13
S023,M02303,2024,四川,物理,600,5606,29
S023,M02303,2025,四川,物理,599,6000,13
S023,M02303,2023,四川,历史,600,5700,22
S023,M02303,2024,四川,历史,599,6193,16
S023,M02303,2025,四川,历史,600,5702,20
S023,M02303,2023,湖南,物理,605,3904,8
S023,M02303,2024,湖南,物理,605,3846,8
S023,M02303,2025,湖南,物理,606,3754,8
S023,M02303,2023,湖南,历史,605,3835,28
S023,M02303,2024,湖南,历史,606,3783,8
S023,M02303,2025,湖南,历史,605,3995,9
S023,M02303,2023,河南,物理,599,5961,14
S023,M02303,2024,河南,物理,600,5757,19
S023,M02303,2025,河南,物理,600,5481,7
S023,M02303,2023,河南,历史,599,5921,13
S023,M02303,2024,河南,历史,600,5439,11
S023,M02303,2025,河南,历史,599,5985,3
S023,M02304,2023,北京,物理,589,12738,12
S023,M02304,2024,北京,物理,591,10983,14
S023,M02304,2025,北京,物理,590,11491,11
S023,M02304,2023,广东,物理,592,9849,3
S023,M02304,2024,广东,物理,593,9505,9
S023,M02304,2025,广东,物理,592,9941,4
S023,M02304,2023,江苏,物理,594,8849,18
S023,M02304,2024,江苏,物理,592,9710,27
S023,M02304,2025,江苏,物理,593,9131,27
S023,M02304,2023,四川,物理,588,13411,21
S023,M02304,2024,四川,物理,587,14000,7
S023,M02304,2025,四川,物理,589,12404,24
S023,M02304,2023,湖南,物理,598,6398,7
S023,M02304,2024,湖南,物理,596,7248,24
S023,M02304,2025,湖南,物理,597,7059,12
S023,M02304,2023,河南,物理,587,14146,7
S023,M02304,2024,河南,物理,588,13601,17
S023,M02304,2025,河南,物理,589,12609,23
S023,M02305,2023,北京,物理,597,7131,2
S023,M02305,2024,北京,物理,597,6990,19
S023,M02305,2025,北京,物理,598,6667,16
S023,M02305,2023,广东,物理,597,6747,21
S023,M02305,2024,广东,物理,598,6691,25
S023,M02305,2025,广东,物理,596,7261,23
S023,M02305,2023,江苏,物理,601,5309,16
S023,M02305,2024,江苏,物理,602,5003,27
S023,M02305,2025,江苏,物理,602,4766,9
S023,M02305,2023,四川,物理,598,6593,21
S023,M02305,2024,四川,物理,598,6342,12
S023,M02305,2025,四川,物理,599,6065,23
S023,M02305,2023,湖南,物理,607,3483,24
S023,M02305,2024,湖南,物理,605,3881,2
S023,M02305,2025,湖南,物理,606,3628,17
S023,M02305,2023,河南,物理,599,6041,7
S023,M02305,2024,河南,物理,597,6877,6
S023,M02305,2025,河南,物理,599,5992,26
S024,M02401,2023,北京,物理,577,28693,25
S024,M02401,2024,北京,物理,578,27572,22
S024,M02401,2025,北京,物理,577,30088,14
S024,M02401,2023,广东,物理,571,45234,21
S024,M02401,2024,广东,物理,573,39536,6
S024,M02401,2025,广东,物理,572,43523,3
S024,M02401,2023,江苏,物理,573,40658,2
S024,M02401,2024,江苏,物理,571,44510,27
S024,M02401,2025,江苏,物理,572,41234,26
S024,M02401,2023,四川,物理,575,33163,4
S024,M02401,2024,四川,物理,575,33774,13
S024,M02401,2025,四川,物理,574,35347,24
S024,M02401,2023,湖南,物理,581,22400,20
S024,M02401,2024,湖南,物理,581,22491,13
S024,M02401,2025,湖南,物理,583,19799,19
S024,M02401,2023,河南,物理,575,33687,19
S024,M02401,2024,河南,物理,576,31214,28
S024,M02401,2025,河南,物理,576,31397,2
S024,M02402,2023,北京,物理,572,41853,6
S024,M02402,2024,北京,物理,572,42423,5
S024,M02402,2025,北京,物理,573,38891,23
S024,M02402,2023,北京,历史,572,43060,10
S024,M02402,2024,北京,历史,573,40423,5
S024,M02402,2025,北京,历史,573,39077,3
S024,M02402,2023,广东,物理,572,42926,14
S024,M02402,2024,广东,物理,571,44379,18
S024,M02402,2025,广东,物理,571,44603,5
S024,M02402,2023,广东,历史,571,46738,18
S024,M02402,2024,广东,历史,573,39994,6
S024,M02402,2025,广东,历史,571,45803,21
S024,M02402,2023,江苏,物理,574,35900,23
S024,M02402,2024,江苏,物理,576,31694,3
S024,M02402,2025,江苏,物理,574,36026,17
S024,M02402,2023,江苏,历史,575,34734,17
S024,M02402,2024,江苏,历史,576,31336,14
S024,M02402,2025,江苏,历史,575,35193,15
S024,M02402,2023,四川,物理,573,40554,28
S024,M02402,2024,四川,物理,574,36324,24
S024,M02402,2025,四川,物理,573,38381,28
S024,M02402,2023,四川,历史,574,37070,20
S024,M02402,2024,四川,历史,572,41609,17
S024,M02402,2025,四川,历史,574,37583,6
S024,M02402,2023,湖南,物理,578,26982,5
S024,M02402,2024,湖南,物理,580,24327,27
S024,M02402,2025,湖南,物理,579,25655,23
S024,M02402,2023,湖南,历史,578,26483,3
S024,M02402,2024,湖南,历史,580,23938,27
S024,M02402,2025,湖南,历史,578,27384,8
S024,M02402,2023,河南,物理,570,47382,20
S024,M02402,2024,河南,物理,571,46930,3
S024,M02402,2025,河南,物理,571,45857,26
S024,M02402,2023,河南,历史,571,46103,2
S024,M02402,2024,河南,历史,571,45364,17
S024,M02402,2025,河南,历史,572,42932,17
S024,M02403,2023,北京,物理,575,33364,6
S024,M02403,2024,北京,物理,573,38060,4
S024,M02403,2025,北京,物理,575,33632,26
S024,M02403,2023,广东,物理,576,32650,11
S024,M02403,2024,广东,物理,576,30731,7
S024,M02403,2025,广东,物理,576,30535,18
S024,M02403,2023,江苏,物理,576,31673,30
S024,M02403,2024,江苏,物理,575,34447,24
S024,M02403,2025,江苏,物理,575,33284,4
S024,M02403,2023,四川,物理,576,31483,20
S024,M02403,2024,四川,物理,575,33327,14
S024,M02403,2025,四川,物理,575,34698,10
S024,M02403,2023,湖南,物理,584,18415,29
S024,M02403,2024,湖南,物理,583,19458,16
S024,M02403,2025,湖南,物理,584,17270,29
S024,M02403,2023,河南,物理,579,26194,28
S024,M02403,2024,河南,物理,577,29329,9
S024,M02403,2025,河南,物理,578,26696,26
S024,M02404,2023,北京,物理,571,45592,3
S024,M02404,2024,北京,物理,570,47787,4
S024,M02404,2025,北京,物理,570,48224,25
S024,M02404,2023,广东,物理,572,41902,5
S024,M02404,2024,广东,物理,574,37434,14
S024,M02404,2025,广东,物理,572,41542,17
S024,M02404,2023,江苏,物理,572,41144,24
S024,M02404,2024,江苏,物理,571,46472,19
S024,M02404,2025,江苏,物理,572,43673,26
S024,M02404,2023,四川,物理,574,36385,26
S024,M02404,2024,四川,物理,574,37042,16
S024,M02404,2025,四川,物理,575,33993,16
S024,M02404,2023,湖南,物理,578,26677,10
S024,M02404,2024,湖南,物理,580,23135,13
S024,M02404,2025,湖南,物理,580,23213,13
S024,M02404,2023,河南,物理,573,40552,21
S024,M02404,2024,河南,物理,571,46701,7
S024,M02404,2025,河南,物理,572,42994,25
S024,M02405,2023,北京,物理,585,16611,24
S024,M02405,2024,北京,物理,585,16088,17
S024,M02405,2025,北京,物理,586,15172,5
S024,M02405,2023,广东,物理,584,18199,7
S024,M02405,2024,广东,物理,585,16561,25
S024,M02405,2025,广东,物理,584,18193,4
S024,M02405,2023,江苏,物理,586,15833,30
S024,M02405,2024,江苏,物理,584,17922,11
S024,M02405,2025,江苏,物理,584,17351,3
S024,M02405,2023,四川,物理,584,17686,4
S024,M02405,2024,四川,物理,585,17058,28
S024,M02405,2025,四川,物理,584,17840,8
S024,M02405,2023,湖南,物理,590,11914,22
S024,M02405,2024,湖南,物理,589,12449,27
S024,M02405,2025,湖南,物理,589,12393,15
S024,M02405,2023,河南,物理,581,21665,8
S024,M02405,2024,河南,物理,581,22870,9
S024,M02405,2025,河南,物理,581,21292,20
S024,M02406,2023,北京,物理,576,32031,2
S024,M02406,2024,北京,物理,576,31609,17
S024,M02406,2025,北京,物理,574,35316,10
S024,M02406,2023,广东,物理,579,25871,10
S024,M02406,2024,广东,物理,578,26567,5
S024,M02406,2025,广东,物理,580,24389,15
S024,M02406,2023,江苏,物理,577,29914,28
S024,M02406,2024,江苏,物理,577,29962,8
S024,M02406,2025,江苏,物理,576,31636,5
S024,M02406,2023,四川,物理,578,28295,12
S024,M02406,2024,四川,物理,578,27662,15
S024,M02406,2025,四川,物理,578,28174,29
S024,M02406,2023,湖南,物理,584,17468,6
S024,M02406,2024,湖南,物理,584,17752,4
S024,M02406,2025,湖南,物理,583,18544,20
S024,M02406,2023,河南,物理,574,37652,6
S024,M02406,2024,河南,物理,575,34541,11
S024,M02406,2025,河南,物理,575,35139,30
S025,M02501,2023,北京,物理,594,8868,19
S025,M02501,2024,北京,物理,593,9392,26
S025,M02501,2025,北京,物理,594,8387,20
S025,M02501,2023,北京,历史,595,8225,19
S025,M02501,2024,北京,历史,593,9476,6
S025,M02501,2025,北京,历史,594,8808,19
S025,M02501,2023,广东,物理,593,9206,15
S025,M02501,2024,广东,物理,594,8433,27
S025,M02501,2025,广东,物理,593,9037,14
S025,M02501,2023,广东,历史,594,8650,10
S025,M02501,2024,广东,历史,593,9454,10
S025,M02501,2025,广东,历史,593,9077,17
S025,M02501,2023,江苏,物理,589,12634,9
S025,M02501,2024,江苏,物理,590,11431,4
S025,M02501,2025,江苏,物理,589,12768,25
S025,M02501,2023,江苏,历史,589,12557,28
S025,M02501,2024,江苏,历史,590,11589,11
S025,M02501,2025,江苏,历史,589,12714,16
S025,M02501,2023,四川,物理,594,8749,14
S025,M02501,2024,四川,物理,595,7791,5
S025,M02501,2025,四川,物理,595,7834,5
S025,M02501,2023,四川,历史,594,8862,2
S025,M02501,2024,四川,历史,596,7693,28
S025,M02501,2025,四川,历史,594,8735,27
S025,M02501,2023,湖南,物理,590,11817,6
S025,M02501,2024,湖南,物理,590,11230,16
S025,M02501,2025,湖南,物理,589,12493,6
S025,M02501,2023,湖南,历史,589,12715,27
S025,M02501,2024,湖南,历史,590,11439,25
S025,M02501,2025,湖南,历史,589,12084,17
S025,M02501,2023,河南,物理,593,9118,28
S025,M02501,2024,河南,物理,594,8421,24
S025,M02501,2025,河南,物理,595,8055,11
S025,M02501,2023,河南,历史,594,8633,7
S025,M02501,2024,河南,历史,593,9010,14
S025,M02501,2025,河南,历史,594,8520,7
S025,M02502,2023,北京,物理,595,7785,12
S025,M02502,2024,北京,物理,596,7633,11
S025,M02502,2025,北京,物理,596,7564,18
S025,M02502,2023,广东,物理,595,8226,2
S025,M02502,2024,广东,物理,595,8268,25
S025,M02502,2025,广东,物理,593,9061,13
S025,M02502,2023,江苏,物理,593,9405,12
S025,M02502,2024,江苏,物理,593,9626,8
S025,M02502,2025,江苏,物理,593,9112,27
S025,M02502,2023,四川,物理,597,7019,3
S025,M02502,2024,四川,物理,598,6473,29
S025,M02502,2025,四川,物理,597,6995,8
S025,M02502,2023,湖南,物理,594,8539,6
S025,M02502,2024,湖南,物理,595,8159,29
S025,M02502,2025,湖南,物理,595,8319,13
S025,M02502,2023,河南,物理,597,6853,10
S025,M02502,2024,河南,物理,598,6591,30
S025,M02502,2025,河南,物理,598,6682,11
S025,M02503,2023,北京,物理,589,12282,17
S025,M02503,2024,北京,物理,590,11247,6
S025,M02503,2025,北京,物理,590,11636,22
S025,M02503,2023,北京,历史,589,12708,30
S025,M02503,2024,北京,历史,589,12608,18
S025,M02503,2025,北京,历史,589,12519,15
S025,M02503,2023,广东,物理,589,12849,15
S025,M02503,2024,广东,物理,589,12578,9
S025,M02503,2025,广东,物理,590,11672,8
S025,M02503,2023,广东,历史,589,12697,11
S025,M02503,2024,广东,历史,590,11615,7
S025,M02503,2025,广东,历史,589,12158,24
S025,M02503,2023,江苏,物理,589,12315,9
S025,M02503,2024,江苏,物理,589,12180,22
S025,M02503,2025,江苏,物理,590,11639,16
S025,M02503,2023,江苏,历史,590,11251,28
S025,M02503,2024,江苏,历史,589,12344,28
S025,M02503,2025,江苏,历史,590,11824,11
S025,M02503,2023,四川,物理,590,11737,25
S025,M02503,2024,四川,物理,589,12260,3
S025,M02503,2025,四川,物理,589,12122,11
S025,M02503,2023,四川,历史,589,12755,8
S025,M02503,2024,四川,历史,589,12547,26
S025,M02503,2025,四川,历史,589,12213,3
S025,M02503,2023,湖南,物理,593,9281,26
S025,M02503,2024,湖南,物理,594,8625,23
S025,M02503,2025,湖南,物理,595,8344,29
S025,M02503,2023,湖南,历史,594,8474,6
S025,M02503,2024,湖南,历史,595,8173,19
S025,M02503,2025,湖南,历史,594,8723,17
S025,M02503,2023,河南,物理,591,10749,27
S025,M02503,2024,河南,物理,593,9544,29
S025,M02503,2025,河南,物理,591,10892,11
S025,M02503,2023,河南,历史,592,10105,21
S025,M02503,2024,河南,历史,591,10664,11
S025,M02503,2025,河南,历史,591,10381,27
S025,M02504,2023,北京,历史,591,10718,24
S025,M02504,2024,北京,历史,592,10346,26
S025,M02504,2025,北京,历史,592,10301,13
S025,M02504,2023,广东,历史,590,11241,19
S025,M02504,2024,广东,历史,591,10713,30
S025,M02504,2025,广东,历史,590,11561,7
S025,M02504,2023,江苏,历史,594,8559,27
